id,testset_segid,global_segid,source,reference,system,translation,mqm_avg_score,score_textdavinci003_standard,score_textdavinci003_EA_zeroshot,score_textdavinci003_EA,score_ChatGPT_standard,score_ChatGPT_EA_zeroshot,score_ChatGPT_EA
119,15,1208,吉祥物由6个卡通形象组成，包括两名阿联酋儿童、3个会飞的机器人和一棵阿联酋国树牧豆树。,"The mascots are six cartoon characters, including two children from UAE, three flying robots, and a Ghaf tree, the national tree of the United Arab Emirates.",DiDi_NLP.401,"The mascot is composed of 6 cartoon images, including two UAE children, three flying robots and a UAE national tree shepherd bean tree.",-6.1,80,-1,-18,75.0,-2,-13
120,15,1208,吉祥物由6个卡通形象组成，包括两名阿联酋儿童、3个会飞的机器人和一棵阿联酋国树牧豆树。,"The mascots are six cartoon characters, including two children from UAE, three flying robots, and a Ghaf tree, the national tree of the United Arab Emirates.",Online-B.1605,"The mascot consists of 6 cartoon characters, including two UAE children, 3 flying robots, and a UAE national tree, Mudou.",-7.333333,80,-1,-8,75.0,-2,-8
121,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",Huoshan_Translate.919,"Due to the poverty of the defendant's family, the procuratorial organ used alternative labor to compensate for the cost of ecological restoration, thus achieving the organic unity of legal effect and social effect.",-3.666667,95,-2,-14,95.0,-1,-3
122,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",WeChat_AI.1525,"Due to the poverty of the defendant's family, the procuratorial organs used alternative labor to compensate for the cost of ecological restoration, achieving the organic unity of legal and social effects.",-5.0,95,-2,-14,95.0,-1,-3
123,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",Tencent_Translation.1249,"Due to the poverty of the defendant's family, the procuratorial organ used alternative labor to compensate for the cost of ecological restoration, thus realizing the organic unity of legal effect and social effect.",-3.666667,95,-2,-14,95.0,-1,-3
124,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",OPPO.1422,"Due to the poverty of the defendant's family, the procuratorial organ has used alternative labor to compensate the ecological restoration costs, thus realizing the organic unification of legal effect and social effect.",-5.333333,95,-2,-14,90.0,-1,-2
125,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",THUNLP.1498,"Due to the poverty of the defendant's family, the procuratorial organ used alternative labor to compensate for the cost of ecological restoration, achieving the organic unification of legal and social effects.",-3.333333,95,-2,-13,95.0,-3,-2
126,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",DeepMind.381,"Due to the poverty of the defendant's family, the procuratorial organ used alternative labor to compensate for the cost of ecological restoration, thus realizing the organic unity of legal and social effects.",-3.333333,95,-2,-14,95.0,-1,-4
127,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",DiDi_NLP.401,"Due to the poverty of the defendant's family, the procuratorial organ enabled alternative labor compensation for ecological restoration costs, and achieved an organic unification of legal and social effects.",-3.4,95,-2,-14,87.5,-1,-4
128,16,1277,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.",Online-B.1605,"Due to the poverty of the defendant's family, the procuratorial organ enabled the use of alternative labor compensation for ecological restoration costs, and achieved an organic unification of legal and social effects.",-2.033333,95,-2,-13,97.5,-3,-5
129,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",Huoshan_Translate.919,"He hoped that the Vietnamese Party, the government and the relevant functional institutions of South Korea would provide assistance for the future operation of the Association.",-2.033333,95,-1,-9,95.0,-1,-12
130,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",WeChat_AI.1525,"He hoped that the Vietnamese party, government and relevant functional agencies of South Korea would provide assistance for the future operation of the association.",-1.7,95,0,-3,95.0,-5,-12
131,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",Tencent_Translation.1249,"He hopes that the Communist Party of Vietnam, government and relevant functional agencies in South Korea will provide assistance for the future operation of the association.",-4.033333,95,0,-3,95.0,-1,-3
132,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",OPPO.1422,"He hoped that the Vietnam Pary, government and relevant functional agencies of Korea would provide assistance for the future operation of the association.",-5.366667,90,-5,-8,75.0,-10,-12
133,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",THUNLP.1498,"He hoped that the Party of Vietnam, the government and relevant functional agencies of South Korea would provide assistance for the future operation of the association.",-2.033333,95,-1,-8,90.0,-6,-12
134,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",DeepMind.381,"He hoped that the Vietnamese Party, the government and relevant functional institutions in South Korea would provide assistance for the future operation of the association.",-2.033333,95,-1,-8,95.0,-2,-2
135,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",DiDi_NLP.401,"He hoped that the Vietnamese party, government and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",-2.333333,100,0,-2,95.0,-1,-2
136,17,1454,他希望，越南党、政府及韩国有关职能机构为该协会今后运行提供协助。,"He hoped that the Vietnamese Communist party, government, and relevant functional agencies in South Korea would provide assistance for the future operation of the association.",Online-B.1605,"He hoped that the Vietnamese party, government and relevant functional agencies of South Korea would provide assistance for the future operation of the association.",-2.033333,95,0,-3,95.0,-5,-3
137,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",Huoshan_Translate.919,Analysts and politicians believe that the crackdown on dissent reflects the instability and fragility of the government at a time when the economic woes of the poor and the middle class are intensifying.,-2.0,95,-1,-9,95.0,-1,-4
138,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",WeChat_AI.1525,"Analysts and politicians believe that at a time when the economic difficulties of the poor and middle class are increasing, the practice of sweeping up dissidents reflects the instability and vulnerability of the government.",-5.333333,95,-1,-13,96.0,-2,-3
139,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",Tencent_Translation.1249,"Analysts and politicians believe that at a time when the economic plight of the poor and the middle class is increasing, the practice of sweeping up dissidents reflects the instability and fragility of the government.",-5.333333,95,-1,-14,95.0,-1,-2
140,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",OPPO.1422,Analysts and politicians believe that the sweep of dissidents reflects the instability and fragility of the government at a time when the economic plight of the poor and middle class is increasing.,-5.333333,95,-1,-14,85.0,-2,-4
141,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",THUNLP.1498,"Analysts and political figures believe that at a time when the economic plight of the poor and the middle class is intensifying, the practice of sweeping up dissidents reflects the instability and fragility of the government.",-3.333333,95,-1,-14,95.0,-6,-3
142,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",DeepMind.381,"Analysts and politicians believe that, at a time when the economic predicament of the poor and middle class is intensifying, the sweep of dissidents reflects the instability and fragility of the government.",-2.0,95,-1,-14,95.0,-4,-2
143,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",DiDi_NLP.401,"Analysts and politicians believe that at the moment when the economic difficulties of the poor and the middle class are intensifying, the practice of sweeping dissidents reflects the instability and fragility of the government.",-3.333333,95,-1,-14,90.0,-3,-3
144,18,1626,分析家和政治人物认为，在穷人和中产阶级经济困境加剧的此刻，扫荡异议人士作法反映政府的不稳和脆弱。,"Analysts and politicians believe that at a time when the economic hardships of the poor and the middle class are intensifying, locking up dissidents reflects the government’s instability and vulnerability.",Online-B.1605,"Analysts and politicians believe that at the moment when the economic difficulties of the poor and the middle class are worsening, the dissidents’ approach reflects the instability and fragility of the government.",-6.666667,95,-1,-14,87.5,-3,-10
145,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",Huoshan_Translate.919,"On August 8 this year, the company issued the announcement of ""Seles 2019 Restricted Stock Incentive Plan (Draft)"" and set high performance unlocking conditions.",-10.033333,90,-1,-13,85.0,-2,-14
146,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",WeChat_AI.1525,"On August 8 this year, the company issued the ""Selis 2019 Restricted Stock Incentive Plan (Draft)"" announcement, and set high performance unlocking conditions.",-8.766667,90,-1,-13,95.0,-6,-13
147,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",Tencent_Translation.1249,"On August 8 this year, the company issued the ""Selis 2019 Restrictive Stock Incentive Plan (Draft)"" announcement and set high performance unlocking conditions.",-10.033333,90,-5,-13,90.0,-7,-5
148,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",OPPO.1422,"On August 8 this year, the company announced the ""Thalys 2019 Restricted Stock Incentive Plan (Draft)"" and set high performance unlocking conditions.",-3.366667,90,-1,-14,95.0,-6,-3
149,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",THUNLP.1498,"On August 8 this year, the company issued the announcement of ""Seles 2019 Restricted Stock Incentive Plan (Draft)"" and set high performance unlocking conditions.",-10.033333,90,-1,-13,90.0,-2,-13
150,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",DeepMind.381,"On August 8 this year, the company issued the announcement of the ""Seles 2019 Restrictive Stock Incentive Plan (Draft)"" and set high performance unlocking conditions.",-10.033333,90,-10,-13,85.0,-7,-13
151,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",DiDi_NLP.401,"On August 8 this year, the company issued the announcement of ""Celis 2019 Restricted Stock Incentive Plan (Draft)"" and set high conditions for unlocking performance.",-10.066667,90,-2,-14,85.0,-12,-12
152,19,1768,今年8月8日，公司发布《塞力斯2019年限制性股票激励计划（草案 ） 》 公告，并设置了很高的业绩解锁条件。,"On August 8 this year, the company issued the announcement of the ""2019 Thalys Restricted Stock Incentive Plan (Draft)"" and set very high unlocking performance conditions.",Online-B.1605,"On August 8 of this year, the company released the announcement of ""Celius' 2019 Restricted Stock Incentive Plan (Draft)"" and set high conditions for unlocking performance.",-10.033333,90,-2,-14,90.0,-12,-14
153,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",Huoshan_Translate.919,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of gold and silver commemorative coins for the China International Import Expo on September 30, 2019.",-5.0,90,-1,-14,87.5,-1,-3
154,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",WeChat_AI.1525,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of gold and silver commemorative coins for the China International Import Expo on September 30, 2019.",-5.0,90,-1,-14,87.5,-1,-3
155,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",Tencent_Translation.1249,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of panda plus gold and silver commemorative coins at the China International Import Expo on September 30, 2019.",-8.333333,90,-10,-18,72.5,-7,-12
156,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",OPPO.1422,"According to the PBOC website, the PBOC is scheduled to issue a set of gold and silver commemorative coins with panda characters at the China International Import Expo on September 30, 2019.",-8.333333,95,-2,-14,92.5,-7,-2
157,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",THUNLP.1498,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of gold and silver commemorative coins for pandas at the China International Import Expo on September 30, 2019.",-8.333333,90,-2,-14,77.5,-11,-14
158,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",DeepMind.381,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of panda plus gold and silver commemorative coins for the China International Import Expo on September 30, 2019.",-6.666667,90,-2,-14,82.5,-10,-15
159,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",DiDi_NLP.401,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of commemorative coins for pandas plus gold and silver at the China International Import Expo on September 30, 2019.",-6.666667,90,-2,-13,72.5,-7,-13
160,20,1852,据中国人民银行网站消息，中国人民银行定于2019年9月30日发行中国国际进口博览会熊猫加字金银纪念币一套。,"According to its website, the People's Bank of China will issue a set of gold and silver panda-engraved commemorative coins bearing the name of the China International Import Expo on September 30th, 2019.",Online-B.1605,"According to the website of the People's Bank of China, the People's Bank of China is scheduled to issue a set of commemorative coins for pandas plus gold and silver at the China International Import Expo on September 30, 2019.",-8.666667,90,-2,-13,72.5,-12,-12
161,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",Huoshan_Translate.919,"Foreign Minister Tano of Côte d'Ivoire, the current member of the African Security Council, Foreign Minister Oyono of Equatorial Guinea, Foreign Minister Pandor of South Africa, Foreign Minister Kara of Niger and Foreign Minister Jehinavi of Tunisia attended the meeting.",-23.333333,90,-2,-14,90.0,-1,-15
162,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",WeChat_AI.1525,"Foreign Minister Tano of Cote d'Ivoire, Foreign Minister Oyono of Equatorial Guinea, Foreign Minister Pandor of South Africa, Foreign Minister Kara of Niger and Foreign Minister Jesinawi of Tunisia attended the meeting.",-23.333333,90,-1,-15,90.0,-7,-16
163,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",Tencent_Translation.1249,"African current UN Security Council member Foreign Minister Tano of Ivory Coast, Foreign Minister Oyono of Equatorial Guinea, Foreign Minister Pandor of South Africa, Foreign Minister Kara of Niger and Foreign Minister Jechinawi of Tunisia attended the meeting.",-22.0,90,-10,-18,80.0,-15,-20
164,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",OPPO.1422,"The meeting was attended by African Foreign Ministers Tanona of Cote d'Ivoire, Oyono of Equatorial Guinea, Pandor of South Africa, Kalla of Niger and Jesse Navier of Tunisia.",-20.366667,90,-10,-21,80.0,-3,-24
165,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",THUNLP.1498,"The current African member of the Security Council, Foreign Minister Tano of Côte d'Ivoire, Foreign Minister Oyono of Equatorial Guinea, Foreign Minister Pandor of South Africa, Foreign Minister Kara of Niger and Foreign Minister Jehinawi of Tunisia attended the meeting.",-22.0,95,-2,-14,85.0,-3,-22
166,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",DeepMind.381,"Foreign Minister Tano of Cote d'Ivoire, Foreign Minister Oyono of Equatorial Guinea, Foreign Minister Pandor of South Africa, Foreign Minister Kara of Niger and Foreign Minister Jessinawi of Tunisia, current members of the Security Council of Africa, attended the meeting.",-25.0,95,-2,-15,95.0,-2,-14
167,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",DiDi_NLP.401,"The current African Security Council member Côte d ""Ivoire Foreign Minister Tano, Equatorial Guinea Foreign Minister Oyono, South African Foreign Minister Pandor, and the candidate member Niger Foreign Minister Kara, Tunisia Foreign Minister Jehinavi attended the meeting.",-21.0,90,-10,-28,70.0,-3,-13
168,21,289,非洲现任安理会成员国科特迪瓦外长塔诺、赤道几内亚外长奥约诺、南非外长潘多尔和候任成员国尼日尔外长卡拉、突尼斯外长杰希纳维等出席会议。,"African current Security Council Member States Cote d'ivoire’s Foreign Minister Tarnow, Equatorial Guinea’s Foreign Minister Oyono, and South Africa’s Foreign Minister Pandor, as well as candidate Member States Niger’s Foreign Minister Kara and Tunisia’s Foreign Minister Jessnawi attended the meeting.",Online-B.1605,"The current African Council member Côte d’Ivoire’s Foreign Minister Tano, Equatorial Guinea’s Foreign Minister Oyono, South African Foreign Minister Pandor, and the candidate member Niger’s Foreign Minister Carla, Tunisian Foreign Minister Jehinavi attended the meeting.",-20.333333,90,-10,-25,85.0,-2,-32
169,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",Huoshan_Translate.919,"Although this rule will only be tried out in the NBA Development League in the new season, fans are more concerned about the impact on the current players if the rule is implemented in the NBA.",-2.333333,95,-1,-13,95.0,-2,-3
170,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",WeChat_AI.1525,"Although this regulation is only tried out in the NBA Development League in the new season, fans are more concerned about the impact on the current players if the regulation is implemented in the NBA.",-5.666667,95,-1,-14,95.0,0,-3
171,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",Tencent_Translation.1249,"Although this regulation is only tried in the NBA development league in the new season, fans are more concerned about what impact it will have on the current players if it is implemented in the NBA.",-4.0,95,-1,-14,85.0,-2,-3
172,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",OPPO.1422,"Although the rule will only be tested in the NBA Development League for the new season, fans are more concerned about the impact on current players if the rule is implemented in the NBA.",-3.0,95,-1,-14,90.0,-1,-2
173,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",THUNLP.1498,"Although this regulation will only be tested in the NBA Development League in the new season, fans are more concerned about the impact on the current players if the regulation is implemented in the NBA.",-3.0,95,-1,-13,95.0,0,-2
174,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",DeepMind.381,"Although this rule will only be tested in the NBA Development League in the new season, fans are more concerned about what impact it will have on current players if it is implemented in the NBA.",-2.333333,95,-1,-13,90.0,-3,-3
175,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",DiDi_NLP.401,"Although this regulation will only be tested in the NBA Development League in the new season, fans are more concerned about the impact on current players if the regulation is implemented in the NBA.",-6.333333,95,-1,-13,95.0,-1,-3
176,22,375,虽然这一规定新赛季只在NBA发展联盟试行，但球迷们更关心，假如规定在NBA推行，对于现在的球员们会有什么影响。,"This rule is only an experiment in the NBA Gatorade League in the new season, but fans are more concerned about what impact it will bring on players if the new rule is enforced in NBA.",Online-B.1605,"Although this regulation will only be tested in the NBA Development League in the new season, fans are more concerned about the impact on the current players if the regulation is implemented in the NBA.",-3.666667,95,-1,-13,90.0,-3,-3
177,23,381,按照计划，武汉市每年公开遴选一批专业化诊断服务机构，通过开设专栏、问卷调查、上门填报等形式，面向全市所有规模以上工业企业开展智能化改造需求普查。,"Wuhan will publicly select a number of professional diagnostic service institutions every year based on this plan, and will conduct a general demand survey for all industrial enterprises of above a certain size in Wuhan through media forums, questionnaires, door-to-door reports, etc.",Huoshan_Translate.919,"According to the plan, Wuhan will publicly select a number of specialized diagnostic service organizations every year to carry out an intelligent transformation demand survey for all industrial enterprises above designated size in the city by setting up special columns, questionnaires and on-site reporting.",-5.733333,95,-2,-14,95.0,-13,-15
